timestamp,client_id,operation_type,chunk_hash,pow_result
1769676208.0031931,client_393,upload_start,,
1769676208.0227745,client_393,hash_query,3eef7b3100a2a5c98029ef1f62eae0d40f3d62155f04da8ae92319d4e8c204ee,
1769676208.1278028,client_393,upload_chunk,3eef7b3100a2a5c98029ef1f62eae0d40f3d62155f04da8ae92319d4e8c204ee,N/A
1769676208.1278028,client_393,hash_query,6e71fb7aa21c23c7e44f5f59760942ea3e9522471b43a406720c1417af785e38,
1769676208.142158,client_393,upload_chunk,6e71fb7aa21c23c7e44f5f59760942ea3e9522471b43a406720c1417af785e38,N/A
1769676208.1432033,client_393,hash_query,611901464697d6e6c6984519e1abd65a976c03a9e61d1cfd4a4fcd0b723187ab,
1769676208.1510816,client_393,upload_chunk,611901464697d6e6c6984519e1abd65a976c03a9e61d1cfd4a4fcd0b723187ab,N/A
1769676208.1510816,client_393,hash_query,8f88cc416a33751242e25ed9a58405bca14cbd2bd11a2626f7bcb14772dbcc6b,
1769676208.1686187,client_393,upload_chunk,8f88cc416a33751242e25ed9a58405bca14cbd2bd11a2626f7bcb14772dbcc6b,N/A
1769676208.1706557,client_393,hash_query,b054d1e894f88f7c83071fbbdd356e9c76dbbc41be52a31814d83a199211c9b9,
1769676208.1987472,client_393,upload_chunk,b054d1e894f88f7c83071fbbdd356e9c76dbbc41be52a31814d83a199211c9b9,N/A
1769676208.1992738,client_393,hash_query,6e718e8e515910d82fbc5c81e9d50940f6bd0e3c537e3aa970336c0409dd1c44,
1769676208.2100673,client_393,upload_chunk,6e718e8e515910d82fbc5c81e9d50940f6bd0e3c537e3aa970336c0409dd1c44,N/A
1769676208.2121058,client_393,hash_query,aaea999c6e34bc47662fd6222001e18f34a7d08a0d1e5e2358324beddad53dd4,
1769676208.2196066,client_393,upload_chunk,aaea999c6e34bc47662fd6222001e18f34a7d08a0d1e5e2358324beddad53dd4,N/A
1769676208.2196066,client_393,hash_query,8e6ae2f3c057fbd785ed660010c1033de079b3d3542247e321c998b91eaa933d,
1769676208.2334256,client_393,upload_chunk,8e6ae2f3c057fbd785ed660010c1033de079b3d3542247e321c998b91eaa933d,N/A
1769676208.2354422,client_393,hash_query,256d06a585c191e9bd1fd9684b7d8a2072fe4d52934bf62998e435d77a486107,
1769676208.248894,client_393,upload_chunk,256d06a585c191e9bd1fd9684b7d8a2072fe4d52934bf62998e435d77a486107,N/A
1769676208.248894,client_393,hash_query,a0f8b31f3048444df0d976258ed06cdf9af82a1524f9c3405ceec5c0be4f9d2e,
1769676208.2593691,client_393,upload_chunk,a0f8b31f3048444df0d976258ed06cdf9af82a1524f9c3405ceec5c0be4f9d2e,N/A
1769676208.2593691,client_393,hash_query,287f1559ecedeec65536fc36d774b1f76a1ccbe0e0fc7290734099066acf62e1,
1769676208.2695167,client_393,upload_chunk,287f1559ecedeec65536fc36d774b1f76a1ccbe0e0fc7290734099066acf62e1,N/A
1769676208.270588,client_393,hash_query,d81b6b1d7a1f6dd9f239fc92610acdfaa35340f037a237d7d7024e7950e4121e,
1769676208.2808022,client_393,upload_chunk,d81b6b1d7a1f6dd9f239fc92610acdfaa35340f037a237d7d7024e7950e4121e,N/A
1769676208.2808022,client_393,hash_query,c7d29e81e0ccfd06d58511fe1a18e7331025f2aaeac47edbc4319eb593b8c8a6,
1769676208.2921684,client_393,upload_chunk,c7d29e81e0ccfd06d58511fe1a18e7331025f2aaeac47edbc4319eb593b8c8a6,N/A
1769676208.2939353,client_393,hash_query,79243250a280efcac18896164f8171a2888db080338ff03e48471efe96ff73e6,
1769676208.30368,client_393,upload_chunk,79243250a280efcac18896164f8171a2888db080338ff03e48471efe96ff73e6,N/A
1769676208.30368,client_393,hash_query,c0d2976339ea427917d432f1b3d2753417a51c7036c0e76e010a2f060b5eac77,
1769676208.3141563,client_393,upload_chunk,c0d2976339ea427917d432f1b3d2753417a51c7036c0e76e010a2f060b5eac77,N/A
1769676208.3141563,client_393,hash_query,055d9c5d1459f81c9c8d0c9b666c0c600f1449b082e4955aeb8e6d1ca2333e92,
1769676208.3262131,client_393,upload_chunk,055d9c5d1459f81c9c8d0c9b666c0c600f1449b082e4955aeb8e6d1ca2333e92,N/A
1769676208.3269477,client_393,hash_query,0f9ae3883f5d1a0f94b8fda3d76feae1e1a7b301151ea0380673d619efc62198,
1769676208.337078,client_393,upload_chunk,0f9ae3883f5d1a0f94b8fda3d76feae1e1a7b301151ea0380673d619efc62198,N/A
1769676208.33759,client_393,hash_query,ad9cb4a4cbddde204dd35b16ff1ae3faff56975759c317bf32a208f9b1e31396,
1769676208.349216,client_393,upload_chunk,ad9cb4a4cbddde204dd35b16ff1ae3faff56975759c317bf32a208f9b1e31396,N/A
1769676208.349216,client_393,hash_query,8ca5379f895ba299055c8bbedc2180cb380841f152609a5568949d6d9e93dfb1,
1769676208.361267,client_393,upload_chunk,8ca5379f895ba299055c8bbedc2180cb380841f152609a5568949d6d9e93dfb1,N/A
1769676208.361267,client_393,hash_query,e99c7c8e2199bf21978011ab064fbf0a16642141689bb8640ef01b91099739a3,
1769676208.37095,client_393,upload_chunk,e99c7c8e2199bf21978011ab064fbf0a16642141689bb8640ef01b91099739a3,N/A
1769676208.37095,client_393,hash_query,18102f3e0c97c9eadfaf54b2b51dbc911eb56b90db6f02aa7649933fc5e6006c,
1769676208.3845751,client_393,upload_chunk,18102f3e0c97c9eadfaf54b2b51dbc911eb56b90db6f02aa7649933fc5e6006c,N/A
1769676208.3845751,client_393,hash_query,6d57a0736706501d4883f1316dfd1de5ed5e6afd348bfdf9641e3a5928b6880b,
1769676208.398396,client_393,upload_chunk,6d57a0736706501d4883f1316dfd1de5ed5e6afd348bfdf9641e3a5928b6880b,N/A
1769676208.3994336,client_393,hash_query,ef65935cd65fd6b3fda6f6a43608cd0a8984c7d25e76893902a61962e6d0200f,
1769676208.4102309,client_393,upload_chunk,ef65935cd65fd6b3fda6f6a43608cd0a8984c7d25e76893902a61962e6d0200f,N/A
1769676208.4102309,client_393,hash_query,25420cb9e1565680139822c578956870335c61375efa98ad3e7016afa8c8c739,
1769676208.4271703,client_393,upload_chunk,25420cb9e1565680139822c578956870335c61375efa98ad3e7016afa8c8c739,N/A
1769676208.4281838,client_393,hash_query,2e5b9568f47ca010b7fbd6374952f61209441eda0eccc7a50cdad2fa2aac3aed,
1769676208.4369047,client_393,upload_chunk,2e5b9568f47ca010b7fbd6374952f61209441eda0eccc7a50cdad2fa2aac3aed,N/A
1769676208.43892,client_393,hash_query,8b8012e4a6486085797d4807e6f3c4c1bb1cf90f0c3000675c75f37e53639757,
1769676208.452,client_393,upload_chunk,8b8012e4a6486085797d4807e6f3c4c1bb1cf90f0c3000675c75f37e53639757,N/A
1769676208.452,client_393,hash_query,ce9e360408b4effc52b03d0779e247e78fe347de512dd05aecf910ac54fd4639,
1769676208.4694126,client_393,upload_chunk,ce9e360408b4effc52b03d0779e247e78fe347de512dd05aecf910ac54fd4639,N/A
1769676208.4694126,client_393,hash_query,1670d8365c6bf5f0eb87ee2dcf87db46fa7c664e1a6799324ff48879a205b37a,
1769676208.4944901,client_393,upload_chunk,1670d8365c6bf5f0eb87ee2dcf87db46fa7c664e1a6799324ff48879a205b37a,N/A
1769676208.4962919,client_393,hash_query,014eeb3da98fb702aa8df12bca821c1072e1ebb58881520f7f2771227adf5164,
1769676208.53864,client_393,upload_chunk,014eeb3da98fb702aa8df12bca821c1072e1ebb58881520f7f2771227adf5164,N/A
1769676208.53864,client_393,hash_query,2846da83917f4bd7b48b88d6513df549540fc1c6fc2dfd93533a20e3db71b3e2,
1769676208.5515137,client_393,upload_chunk,2846da83917f4bd7b48b88d6513df549540fc1c6fc2dfd93533a20e3db71b3e2,N/A
1769676208.5515137,client_393,hash_query,81f450c079b05c721be379a469ca5cd45ae11f59e8cf04716a2ab60b8c5ef532,
1769676208.5614898,client_393,upload_chunk,81f450c079b05c721be379a469ca5cd45ae11f59e8cf04716a2ab60b8c5ef532,N/A
1769676208.5673163,client_393,hash_query,677d7697ff78eab6200a25f92d80947d89c4945cc80d74be635208806ffac672,
1769676208.5914416,client_393,upload_chunk,677d7697ff78eab6200a25f92d80947d89c4945cc80d74be635208806ffac672,N/A
1769676208.5919614,client_393,hash_query,038e6088064d430a547ae744dbaaf30b0adce8f217a3d02528ed52e4be1559d5,
1769676208.6031966,client_393,upload_chunk,038e6088064d430a547ae744dbaaf30b0adce8f217a3d02528ed52e4be1559d5,N/A
1769676208.605212,client_393,hash_query,67a302f63be64dea006bac95ebe58a18db5b7bc1dd24abec16d0dea2cca395c5,
1769676208.626343,client_393,upload_chunk,67a302f63be64dea006bac95ebe58a18db5b7bc1dd24abec16d0dea2cca395c5,N/A
1769676208.6283557,client_393,hash_query,0f0de1649235a0e7001f12e715fb28db4eec37bb8b846592ab4a688676f5c72a,
1769676208.6401694,client_393,upload_chunk,0f0de1649235a0e7001f12e715fb28db4eec37bb8b846592ab4a688676f5c72a,N/A
1769676208.642149,client_393,hash_query,e1ffbdaabb94bf6c570ee7802420b08e138666e16d4093eb8fa6a675f19b8954,
1769676208.6525545,client_393,upload_chunk,e1ffbdaabb94bf6c570ee7802420b08e138666e16d4093eb8fa6a675f19b8954,N/A
1769676208.6545656,client_393,hash_query,9d22d8d6c519ad1884b18c45a8deb9952b46d5896506537935f4d2461440b34b,
1769676208.6699693,client_393,upload_chunk,9d22d8d6c519ad1884b18c45a8deb9952b46d5896506537935f4d2461440b34b,N/A
1769676208.6740534,client_393,hash_query,4907fabbb4fd9b916e4d93d8d48e790f51df1cb94ed0d78bfd4b0e3acfbb70ea,
1769676208.6848605,client_393,upload_chunk,4907fabbb4fd9b916e4d93d8d48e790f51df1cb94ed0d78bfd4b0e3acfbb70ea,N/A
